experiment_id,well,strain,experiment_reference,lab,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,od,dead,ungrowing,doubling_time,n0
r1e799cvtk6ztx,a11,UWBF_25784,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03353142921734181,False,False,17.575875467728476,0.04566165714464295
r1e799cvtk6ztx,a12,UWBF_25784,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03403563015949028,False,False,21.35238054798846,0.07521208115339299
r1e799cvtk6ztx,a2,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03273271468738356,False,True,,
r1e799cvtk6ztx,a3,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.035753689306376034,False,False,17.18813824970213,0.04423512736220449
r1e799cvtk6ztx,a4,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0336747769353784,False,False,8.646062912598786,0.042969414310357786
r1e799cvtk6ztx,a5,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.032941662308820334,False,False,12.79027732661773,0.046862780315673674
r1e799cvtk6ztx,a6,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03282993355495376,False,False,24.58057885350611,0.11629478234317922
r1e799cvtk6ztx,a7,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0345750257962554,False,False,13.288494121149968,0.06669980037377103
r1e799cvtk6ztx,a8,UWBF_25784,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03374134716123005,False,False,16.68239363900808,0.07876266266805641
r1e799cvtk6ztx,a9,UWBF_25784,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03343510640604109,False,False,20.935810755803768,0.09392331016430046
r1e799cvtk6ztx,b1,UWBF_6390,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_w303_positive_control_NOR_00_6390,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034586226930182484,False,False,15.1555104921695,0.0502421221207524
r1e799cvtk6ztx,b10,UWBF_34284,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34284,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03498171434149825,False,False,1.48780308071714,4.915826576185421e-06
r1e799cvtk6ztx,b11,UWBF_34284,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34284,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03344815867279717,True,True,,
r1e799cvtk6ztx,b12,UWBF_34284,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34284,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03460030269714148,True,True,,
r1e799cvtk6ztx,b2,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0360481337539613,False,False,13.755384659505946,0.03658879255849741
r1e799cvtk6ztx,b3,UWBF_34295,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34295,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03292532603382908,False,True,,
r1e799cvtk6ztx,b4,UWBF_34295,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34295,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034700014872513035,False,False,24.34587280295031,0.06144312464633947
r1e799cvtk6ztx,b5,UWBF_34295,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34295,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03438293071385532,False,False,10.546961442313641,0.03998570602637612
r1e799cvtk6ztx,b6,UWBF_34295,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34295,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03479998626443845,False,False,15.401947297943938,0.04669879060675691
r1e799cvtk6ztx,b7,UWBF_34295,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34295,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03457427991487532,False,False,48210284.44472554,0.052582787549755525
r1e799cvtk6ztx,b8,UWBF_34284,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34284,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033018027901507783,False,False,48680962.96115686,0.10143645494084962
r1e799cvtk6ztx,b9,UWBF_34284,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34284,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03386581352786738,False,False,192649249.36241424,0.046642458709616336
r1e799cvtk6ztx,c1,UWBF_6390,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_w303_positive_control_NOR_00_6390,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034311510462704635,False,False,16.55174440458669,0.05603182491809124
r1e799cvtk6ztx,c2,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03540397566580365,False,False,16.88460601872391,0.0461772660593666
r1e799cvtk6ztx,c3,UWBF_34279,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34279,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033254514599699435,True,True,,
r1e799cvtk6ztx,c4,UWBF_34279,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34279,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03498466159964577,True,True,,
r1e799cvtk6ztx,c5,UWBF_34279,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34279,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03454170062364344,False,False,4.933962707141409,0.0066105777875375684
r1e799cvtk6ztx,c6,UWBF_34279,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34279,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03416667151539488,False,False,15.795127493100427,0.05907967779932946
r1e799cvtk6ztx,c7,UWBF_34279,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34279,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.035098997379639514,False,False,3.5893037083358705,0.001751932881749698
r1e799cvtk6ztx,c8,MediaControl,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,Media_control,Blank,MEDIA_BLANK,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03373989614890823,False,False,,
r1e799cvtk6ztx,c9,MediaControl,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,Media_control,Blank,MEDIA_BLANK,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034101144571961374,False,False,,
r1e799cvtk6ztx,d1,UWBF_23970,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_negative_control_23970,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034025547249076735,False,True,,
r1e799cvtk6ztx,d3,UWBF_34286,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34286,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0334836534256127,False,False,8.781912343631046,0.024913438433644405
r1e799cvtk6ztx,d4,UWBF_34286,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34286,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03473273554195254,False,True,,
r1e799cvtk6ztx,d5,UWBF_34286,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34286,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03331871908683179,False,False,44.03540311286854,0.047432997967698905
r1e799cvtk6ztx,d6,UWBF_34286,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34286,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034381797285947584,True,True,,
r1e799cvtk6ztx,d7,UWBF_34286,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34286,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03315262224069064,False,False,96571868.58808652,0.046618815413322155
r1e799cvtk6ztx,e1,UWBF_23970,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_negative_control_23970,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.035184724162997734,False,False,8.66421070060742,0.02377647296628296
r1e799cvtk6ztx,e3,UWBF_34281,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34281,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033897000160481736,False,False,45.77005790992918,0.04573200988318155
r1e799cvtk6ztx,e4,UWBF_34281,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34281,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03419749111258446,False,True,,
r1e799cvtk6ztx,e5,UWBF_34281,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34281,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034224157726199494,False,False,104385379.38984975,0.055308492527090636
r1e799cvtk6ztx,e6,UWBF_34281,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34281,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033326387604945135,True,True,,
r1e799cvtk6ztx,e7,UWBF_34281,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_34281,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03446394333008907,False,False,10.57911119877348,0.02432541489349996
r1e799cvtk6ztx,f1,UWBF_23970,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_negative_control_23970,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03475251497772179,False,False,23.038084877824364,0.06652652928198889
r1e799cvtk6ztx,f3,UWBF_34289,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34289,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034473026201203516,False,False,14.63450325807833,0.03899977500869661
r1e799cvtk6ztx,f4,UWBF_34289,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34289,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033466245802517725,False,False,29.158980725235317,0.09484737899539182
r1e799cvtk6ztx,f5,UWBF_34289,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34289,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03393876561114633,False,False,29.072856922417085,0.09861450064225301
r1e799cvtk6ztx,f6,UWBF_34289,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34289,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.035476837065926484,False,False,30.339454988588518,0.09910055931295003
r1e799cvtk6ztx,f7,UWBF_34289,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34289,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03390115106487588,False,False,12.92810151362559,0.10718585884731566
r1e799cvtk6ztx,g3,UWBF_34291,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34291,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03540623209944907,False,False,24.834085702939394,0.10372734084274524
r1e799cvtk6ztx,g4,UWBF_34291,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34291,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034590922751661916,False,False,11.84726933444142,0.03372547752704285
r1e799cvtk6ztx,g5,UWBF_34291,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34291,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033566816956215835,False,False,17.847968937723774,0.06562341149812204
r1e799cvtk6ztx,g6,UWBF_34291,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34291,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03414635434978402,False,False,20.018075344096243,0.08303813412768224
r1e799cvtk6ztx,g7,UWBF_34291,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34291,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03700389321053416,False,False,17.428089556612786,0.0834835617198853
r1e799cvtk6ztx,h3,UWBF_34297,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34297,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03298425786328491,True,True,,
r1e799cvtk6ztx,h4,UWBF_34297,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34297,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03312059638208679,True,True,,
r1e799cvtk6ztx,h5,UWBF_34297,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34297,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03453184612731317,True,True,,
r1e799cvtk6ztx,h6,UWBF_34297,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34297,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03297437055786629,True,True,,
r1e799cvtk6ztx,h7,UWBF_34297,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34297,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03228819171536867,True,True,,
